encuesta_id,fecha,zona_id,region,tipo_zona,puntuacion_general_1a5,nps_0a10,texto_libre,indice_calidad_global,incidencia_masiva,stress_calidad,flag_incongruente,sent_text_latente
E77700274,2023-12-01,Z14,Norte,rural,5,0,Desde hace meses se queda sin servicio. hay mucha latencia. Espero que lo solucionen pronto.,18.71,0,0.7327,1,-1.0
E77700483,2023-12-01,Z14,Norte,rural,3,1,"Desde hace meses la señal va y viene. los datos van lentísimos. Si no mejora, me planteo cambiarme.",18.71,0,0.7327,0,-0.707
E77700791,2023-12-01,Z15,Oeste,suburbana,4,6,"Desde hace meses la cobertura es mala. tiene altibajos. Por favor, revisen la cobertura en mi zona.",33.84,0,0.5166,1,-0.207
E77700923,2023-12-01,Z15,Oeste,suburbana,2,0,En las últimas semanas hay cortes constantes. la velocidad es muy baja. me parece caro para lo que ofrecen. Espero que lo solucionen pronto.,33.84,0,0.5166,0,-0.806
E77700441,2023-12-01,Z16,Este,urbana_premium,4,0,"Desde hace meses la cobertura es mala. hay mucha latencia. En resumen normal, sin más.",46.02,0,0.3426,1,-0.76
E77700038,2023-12-01,Z17,Sur,suburbana,3,1,Desde hace meses no tengo cobertura dentro de casa. no carga nada. no me dieron solución. Espero que lo solucionen pronto.,34.96,0,0.5006,0,-1.0
E77700743,2023-12-01,Z17,Sur,suburbana,2,0,Últimamente se queda sin servicio. hay mucha latencia. Espero que lo solucionen pronto.,34.96,0,0.5006,0,-0.41
E77700863,2023-12-01,Z18,Sur,urbana_premium,4,4,"Este mes la cobertura es mala. me cobraron de más. Lo mejor es que normal, sin más.",45.47,0,0.3504,0,-0.225
E77700017,2023-12-01,Z26,Oeste,urbana_premium,2,4,Últimamente los datos van lentísimos. me atendieron bien pero no lo resolvieron. Espero que lo solucionen pronto.,46.85,0,0.3307,1,-0.036
E77700108,2023-12-01,Z26,Oeste,urbana_premium,3,1,Últimamente se queda sin servicio. hay mucha latencia. No es lo que esperaba.,46.85,0,0.3307,0,-1.0
E77700897,2023-12-01,Z26,Oeste,urbana_premium,3,0,En mi experiencia no tengo cobertura dentro de casa. el 5G ni se nota. Gracias por la atención.,46.85,0,0.3307,0,-0.673
E77700341,2023-12-01,Z28,Sur,urbana_premium,5,2,En mi experiencia se queda sin servicio. depende del día. En resumen no es perfecto pero cumple.,46.01,0,0.3427,1,-0.101
E77700155,2023-12-01,Z29,Oeste,urbana_premium,3,4,"En mi zona la velocidad es muy baja. normal, sin más. Además podría ser mejor.",46.11,0,0.3413,0,-0.316
E77700777,2023-12-01,Z29,Oeste,urbana_premium,3,12,En las últimas semanas hay cortes constantes. los datos van lentísimos. Espero que lo solucionen pronto.,46.11,0,0.3413,0,-0.713
E77700993,2023-12-01,Z29,Oeste,urbana_premium,3,0,En las últimas semanas la cobertura es mala. se nota congestión. la factura sube sin explicación. Espero que lo solucionen pronto.,46.11,0,0.3413,0,-0.617
E77700039,2024-01-01,Z01,Centro,rural,4,1,En general hay cortes constantes. hay mucha latencia. me marean con respuestas. Gracias por la atención.,23.59,0,0.663,1,-0.865
E77700589,2024-01-01,Z02,Oeste,suburbana,3,4,Últimamente la señal va y viene. se nota congestión. me marean con respuestas. No es lo que esperaba.,35.88,0,0.4874,0,-0.528
E77700620,2024-01-01,Z02,Oeste,suburbana,5,0,En las últimas semanas se queda sin servicio. el 5G ni se nota. Gracias por la atención.,35.88,0,0.4874,1,-0.982
E77700887,2024-01-01,Z04,Centro,suburbana,2,0,Desde hace meses hay cortes constantes. se nota congestión. No es lo que esperaba.,35.81,0,0.4884,0,-0.904
E77700922,2024-01-01,Z05,Este,urbana_premium,4,5,"En general hay mucha latencia. tardaron muchísimo. Si no mejora, me planteo cambiarme.",47.64,0,0.3194,1,-0.251
E77700452,2024-01-01,Z08,Sur,rural,3,1,Desde hace meses no tengo cobertura dentro de casa. hay mucha latencia. No es lo que esperaba.,20.88,0,0.7017,0,-1.0
E77700425,2024-01-01,Z09,Norte,urbana_premium,4,6,Desde hace meses la cobertura es buena. Lo peor es que tiene altibajos.,48.01,0,0.3141,0,0.234
E77700911,2024-01-01,Z09,Norte,urbana_premium,2,0,Desde hace meses se corta en llamadas. me cobraron de más. Por otro lado tiene altibajos.,48.01,0,0.3141,1,0.058
E77700262,2024-01-01,Z11,Oeste,suburbana,3,1,Últimamente la señal va y viene. se nota congestión. me atendieron bien pero no lo resolvieron. No es lo que esperaba.,34.68,0,0.5046,0,-1.0
E77700886,2024-01-01,Z12,Norte,rural,4,3,En mi experiencia hay cortes constantes. la velocidad es muy baja. me marean con respuestas. No es lo que esperaba.,24.08,0,0.656,1,-0.826
E77700142,2024-01-01,Z13,Este,suburbana,3,4,Este mes se corta en llamadas. hay mucha latencia. Espero que lo solucionen pronto.,36.81,0,0.4741,0,-0.361
E77700732,2024-01-01,Z15,Oeste,suburbana,4,1,En general la cobertura es mala. se nota congestión. me atendieron bien pero no lo resolvieron. Espero que lo solucionen pronto.,34.9,0,0.5014,1,-0.673
E77700184,2024-01-01,Z16,Este,urbana_premium,4,3,En mi zona hay cortes constantes. depende del día. Además depende del día.,48.28,0,0.3103,0,-0.21
E77700730,2024-01-01,Z16,Este,urbana_premium,3,5,Últimamente la cobertura es mala. me atendieron bien pero no lo resolvieron.,48.28,0,0.3103,0,-0.207
E77700885,2024-01-01,Z16,Este,urbana_premium,3,1,En mi experiencia se queda sin servicio. el 5G ni se nota. Gracias por la atención.,48.28,0,0.3103,0,-0.581
E77700893,2024-01-01,Z16,Este,urbana_premium,5,3,"Últimamente se corta en llamadas. no carga nada. me atendieron bien pero no lo resolvieron. Si no mejora, me planteo cambiarme.",48.28,0,0.3103,1,-0.909
E77700972,2024-01-01,Z16,Este,urbana_premium,4,3,En mi zona no es perfecto pero cumple. no me dieron solución.,48.28,0,0.3103,0,-0.236
E77700555,2024-01-01,Z17,Sur,suburbana,4,0,En general la señal va y viene. hay mucha latencia. No es lo que esperaba.,35.15,0,0.4979,0,-0.461
E77700840,2024-01-01,Z17,Sur,suburbana,3,0,En mi zona se corta en llamadas. los datos van lentísimos. No es lo que esperaba.,35.15,0,0.4979,0,-1.0
E77700053,2024-01-01,Z18,Sur,urbana_premium,3,6,En general se corta en llamadas. el 5G ni se nota. En resumen tiene altibajos.,44.39,0,0.3659,0,-1.0
E77700474,2024-01-01,Z18,Sur,urbana_premium,3,18,"En mi experiencia la cobertura es mala. la factura sube sin explicación. Si no mejora, me planteo cambiarme.",44.39,0,0.3659,0,-0.13
E77700731,2024-01-01,Z20,Oeste,suburbana,2,0,En las últimas semanas hay cortes constantes. se nota congestión. No es lo que esperaba.,36.33,0,0.481,0,-1.0
E77700179,2024-01-01,Z21,Centro,rural,5,1,"En mi experiencia la cobertura es mala. se nota congestión. Si no mejora, me planteo cambiarme.",22.19,0,0.683,1,-1.0
E77700207,2024-01-01,Z22,Este,suburbana,4,0,"Este mes no tengo cobertura dentro de casa. se nota congestión. Si no mejora, me planteo cambiarme.",35.57,0,0.4919,1,-0.532
E77700706,2024-01-01,Z22,Este,suburbana,2,0,Este mes hay cortes constantes. la velocidad es muy baja. Espero que lo solucionen pronto.,35.57,0,0.4919,0,-1.0
E77700511,2024-01-01,Z23,Norte,rural,1,2,Este mes la velocidad es muy baja. la factura sube sin explicación.,22.98,0,0.6717,1,0.069
E77700671,2024-01-01,Z26,Oeste,urbana_premium,2,0,En mi zona se queda sin servicio. no carga nada. la factura sube sin explicación. Espero que lo solucionen pronto.,46.52,0,0.3354,0,-0.749
E77700873,2024-01-01,Z26,Oeste,urbana_premium,4,2,,46.52,0,0.3354,1,-1.0
E77700099,2024-01-01,Z28,Sur,urbana_premium,3,0,En las últimas semanas no tengo cobertura dentro de casa. no carga nada. no entiendo los cargos.,45.51,0,0.3499,0,-0.757
E77700266,2024-01-01,Z28,Sur,urbana_premium,2,3,"Este mes se corta en llamadas. no carga nada. Por favor, revisen la cobertura en mi zona.",45.51,0,0.3499,0,-0.565
E77700813,2024-01-01,Z28,Sur,urbana_premium,3,8,En general no carga nada. tardaron muchísimo. Lo mejor es que no es perfecto pero cumple.,45.51,0,0.3499,0,0.085
E77700546,2024-01-01,Z29,Oeste,urbana_premium,3,7,En mi zona la señal va y viene. depende del día. Lo peor es que depende del día.,45.67,0,0.3476,0,-0.187
E77700263,2024-01-01,Z30,Centro,suburbana,3,4,Desde hace meses los datos van lentísimos. la factura sube sin explicación.,35.54,0,0.4923,0,-0.303
E77700045,2024-02-01,Z05,Este,urbana_premium,3,4,En las últimas semanas no es perfecto pero cumple. tardaron muchísimo. La verdad no es perfecto pero cumple.,45.93,0,0.3439,0,0.001
E77700259,2024-02-01,Z05,Este,urbana_premium,2,4,Desde hace meses no es perfecto pero cumple. me cobraron de más.,45.93,0,0.3439,0,-0.314
E77700408,2024-02-01,Z05,Este,urbana_premium,3,0,En mi experiencia se queda sin servicio. no carga nada. el descuento no se aplicó. Espero que lo solucionen pronto.,45.93,0,0.3439,0,-0.952
E77700468,2024-02-01,Z05,Este,urbana_premium,4,2,Últimamente funciona bastante bien. podría ser mejor. Lo peor es que podría ser mejor.,45.93,0,0.3439,0,0.19
E77700783,2024-02-01,Z05,Este,urbana_premium,5,2,Desde hace meses la señal va y viene. me parece caro para lo que ofrecen.,45.93,0,0.3439,1,-0.296
E77700600,2024-02-01,Z08,Sur,rural,1,2,Este mes no carga nada. el descuento no se aplicó. Por otro lado no es perfecto pero cumple.,22.06,0,0.6849,1,0.1
E77700996,2024-02-01,Z08,Sur,rural,2,0,En las últimas semanas hay cortes constantes. se nota congestión. me marean con respuestas.,22.06,0,0.6849,0,-0.916
E77700389,2024-02-01,Z09,Norte,urbana_premium,3,0,"Desde hace meses la cobertura es mala. se nota congestión. Sinceramente normal, sin más.",48.02,0,0.314,0,-1.0
E77700805,2024-02-01,Z10,Este,suburbana,2,4,Este mes no tengo cobertura dentro de casa. se nota congestión. me cobraron de más.,37.2,0,0.4686,0,-1.0
E77700784,2024-02-01,Z11,Oeste,suburbana,5,3,En general no tengo cobertura dentro de casa. los datos van lentísimos. la factura sube sin explicación. Gracias por la atención.,37.27,0,0.4676,1,-0.682
E77700371,2024-02-01,Z13,Este,suburbana,1,1,"Desde hace meses tiene altibajos. no me dieron solución. Por favor, revisen la cobertura en mi zona.",34.85,0,0.5021,1,0.003
E77700823,2024-02-01,Z13,Este,suburbana,4,3,Desde hace meses la señal va y viene. la velocidad es muy baja. Gracias por la atención.,34.85,0,0.5021,0,-0.4
E77700302,2024-02-01,Z14,Norte,rural,5,0,En mi zona la cobertura es mala. se nota congestión. tardaron muchísimo. Espero que lo solucionen pronto.,21.55,0,0.6921,1,-0.784
E77700419,2024-02-01,Z14,Norte,rural,3,5,Este mes la cobertura es mala. me marean con respuestas. Además tiene altibajos.,21.55,0,0.6921,0,-0.092
E77700690,2024-02-01,Z15,Oeste,suburbana,2,2,Últimamente la señal va y viene. se nota congestión. Gracias por la atención.,37.57,0,0.4633,0,-0.8
E77700750,2024-02-01,Z16,Este,urbana_premium,3,6,Últimamente se queda sin servicio. hay mucha latencia. no me dieron solución. Gracias por la atención.,46.03,0,0.3424,0,-0.643
E77700992,2024-02-01,Z17,Sur,suburbana,3,0,Este mes no tengo cobertura dentro de casa. no carga nada. no entiendo los cargos.,35.86,0,0.4877,0,-0.638
E77700663,2024-02-01,Z18,Sur,urbana_premium,3,2,"En general no tengo cobertura dentro de casa. la velocidad es muy baja. Por favor, revisen la cobertura en mi zona.",48.66,0,0.3049,0,-0.442
E77700181,2024-02-01,Z21,Centro,rural,3,0,En mi experiencia se corta en llamadas. se nota congestión. me cobraron de más. Gracias por la atención.,20.93,0,0.701,0,-0.992
E77700212,2024-02-01,Z24,Centro,rural,2,1,"Desde hace meses la cobertura es mala. se nota congestión. me parece caro para lo que ofrecen. Si no mejora, me planteo cambiarme.",20.11,0,0.7127,0,-1.0
E77700397,2024-02-01,Z26,Oeste,urbana_premium,4,4,"En mi experiencia normal, sin más. no me dieron solución. Lo peor es que normal, sin más.",49.21,0,0.297,0,-0.312
E77700628,2024-02-01,Z26,Oeste,urbana_premium,3,0,En mi experiencia hay cortes constantes. el 5G ni se nota. No es lo que esperaba.,49.21,0,0.297,0,-1.0
E77700751,2024-02-01,Z26,Oeste,urbana_premium,3,4,"En general se queda sin servicio. hay mucha latencia. Por favor, revisen la cobertura en mi zona.",49.21,0,0.297,0,-0.521
E77700794,2024-02-01,Z26,Oeste,urbana_premium,3,2,Últimamente se queda sin servicio. los datos van lentísimos. Espero que lo solucionen pronto.,49.21,0,0.297,0,-0.351
E77700543,2024-02-01,Z27,Norte,suburbana,3,0,"En mi experiencia se corta en llamadas. se nota congestión. tardaron muchísimo. Si no mejora, me planteo cambiarme.",38.15,0,0.455,0,-0.907
E77700337,2024-02-01,Z28,Sur,urbana_premium,1,5,En las últimas semanas no tengo cobertura dentro de casa. hay mucha latencia. Espero que lo solucionen pronto.,46.7,0,0.3329,0,-0.611
E77700994,01/02/2024,Z28,Sur,urbana_premium,4,0,En general los datos van lentísimos. depende del día. En resumen podría ser mejor.,46.7,0,0.3329,0,-0.314
E77700093,2024-02-01,Z29,Oeste,urbana_premium,3,1,Este mes se corta en llamadas. no carga nada. la factura sube sin explicación. Espero que lo solucionen pronto.,46.82,0,0.3311,0,-0.801
E77700292,2024-02-01,Z29,Oeste,urbana_premium,4,0,Últimamente la cobertura es mala. los datos van lentísimos. No es lo que esperaba.,46.82,0,0.3311,0,-0.357
E77700944,2024-03-01,Z01,Centro,rural,4,4,"Desde hace meses no tengo cobertura dentro de casa. la velocidad es muy baja. Por favor, revisen la cobertura en mi zona.",22.23,0,0.6824,1,-0.595
E77700067,2024-03-01,Z04,Centro,suburbana,4,6,"En las últimas semanas no tengo cobertura dentro de casa. la velocidad es muy baja. Si no mejora, me planteo cambiarme.",37.0,0,0.4714,0,-0.409
E77700303,2024-03-01,Z04,Centro,suburbana,4,3,"Este mes hay cortes constantes. el 5G ni se nota. me parece caro para lo que ofrecen. Si no mejora, me planteo cambiarme.",37.0,0,0.4714,1,-1.0
E77700418,2024-03-01,Z04,Centro,suburbana,3,1,En general no tengo cobertura dentro de casa. los datos van lentísimos. me cobraron de más. Gracias por la atención.,37.0,0,0.4714,0,-0.803
E77700153,2024-03-01,Z05,Este,urbana_premium,1,1,En general en general estoy satisfecho. Lo mejor es que tiene altibajos.,47.66,0,0.3191,1,0.163
E77700214,2024-03-01,Z05,Este,urbana_premium,3,5,En mi zona tiene altibajos. me atendieron bien pero no lo resolvieron.,47.66,0,0.3191,0,-0.058
E77700692,2024-03-01,Z05,Este,urbana_premium,2,1,En las últimas semanas no tengo cobertura dentro de casa. hay mucha latencia. No es lo que esperaba.,47.66,0,0.3191,0,-0.572
E77700163,2024-03-01,Z09,Norte,urbana_premium,3,0,Este mes la cobertura es mala. se nota congestión. En resumen depende del día.,49.94,0,0.2866,0,-0.933
E77700182,2024-03-01,Z09,Norte,urbana_premium,4,2,,49.94,0,0.2866,0,-0.48
E77700656,2024-03-01,Z09,Norte,urbana_premium,3,1,En general se corta en llamadas. la velocidad es muy baja. me marean con respuestas. No es lo que esperaba.,49.94,0,0.2866,0,-0.522
E77700770,2024-03-01,Z17,Sur,suburbana,3,3,Desde hace meses hay cortes constantes. no carga nada. no me dieron solución. Espero que lo solucionen pronto.,37.3,0,0.4671,0,-1.0
E77700679,2024-03-01,Z18,Sur,urbana_premium,3,0,Este mes la cobertura es mala. los datos van lentísimos. no entiendo los cargos. Espero que lo solucionen pronto.,50.06,0,0.2849,0,-0.631
E77700951,2024-03-01,Z18,Sur,urbana_premium,4,7,Desde hace meses el 5G ni se nota. podría ser mejor. Lo peor es que podría ser mejor.,50.06,0,0.2849,0,0.092
E77700243,2024-03-01,Z20,Oeste,suburbana,3,0,Este mes se queda sin servicio. la velocidad es muy baja. no me dieron solución. Gracias por la atención.,36.44,0,0.4794,0,-0.996
E77700688,2024-03-01,Z20,Oeste,suburbana,2,1,"En general la señal va y viene. se nota congestión. Por favor, revisen la cobertura en mi zona.",36.44,0,0.4794,0,-0.943
E77700246,2024-03-01,Z21,Centro,rural,4,2,En general se queda sin servicio. la velocidad es muy baja. Por otro lado tiene altibajos.,21.68,0,0.6903,1,-0.921
E77700175,2024-03-01,Z22,Este,suburbana,3,4,"Este mes hay cortes constantes. hay mucha latencia. Por favor, revisen la cobertura en mi zona.",35.81,0,0.4884,0,-0.781
E77700798,2024-03-01,Z22,Este,suburbana,3,2,"En mi experiencia la señal va y viene. la velocidad es muy baja. tardaron muchísimo. Por favor, revisen la cobertura en mi zona.",35.81,0,0.4884,0,-1.0
E77700799,2024-03-01,Z22,Este,suburbana,2,2,En general la cobertura es mala. la velocidad es muy baja. no entiendo los cargos. Espero que lo solucionen pronto.,35.81,0,0.4884,0,-0.415
E77700534,2024-03-01,Z23,Norte,rural,2,3,"Este mes la velocidad es muy baja. depende del día. Sinceramente normal, sin más.",18.36,0,0.7377,0,-0.332
E77700332,2024-03-01,Z26,Oeste,urbana_premium,4,4,"En mi experiencia podría ser mejor. tardaron muchísimo. Por favor, revisen la cobertura en mi zona.",49.04,0,0.2994,0,0.149
E77700357,2024-03-01,Z26,Oeste,urbana_premium,4,1,Este mes la señal va y viene. el 5G ni se nota. tardaron muchísimo.,49.04,0,0.2994,1,-0.447
E77700335,2024-03-01,Z27,Norte,suburbana,2,2,En mi zona se queda sin servicio. no carga nada. Por otro lado depende del día.,37.12,0,0.4697,0,-0.666
E77700829,2024-04-01,Z03,Sur,rural,3,0,"En general se corta en llamadas. no carga nada. el descuento no se aplicó. Por favor, revisen la cobertura en mi zona.",19.51,0,0.7213,0,-1.0
E77700118,2024-04-01,Z04,Centro,suburbana,3,2,"En mi zona se corta en llamadas. el 5G ni se nota. Si no mejora, me planteo cambiarme.",36.63,0,0.4767,0,-1.0
E77700002,2024-04-01,Z05,Este,urbana_premium,5,1,Últimamente hay cortes constantes. no carga nada. no me dieron solución. Espero que lo solucionen pronto.,49.66,0,0.2906,1,-0.353
E77700598,2024-04-01,Z05,Este,urbana_premium,4,5,En las últimas semanas depende del día. tiene altibajos. En resumen depende del día.,49.66,0,0.2906,0,-0.234
E77700697,2024-04-01,Z05,Este,urbana_premium,3,6,"En mi zona normal, sin más. tiene altibajos. Además depende del día.",49.66,0,0.2906,0,-0.102
E77700819,2024-04-01,Z05,Este,urbana_premium,4,0,"En general los datos van lentísimos. normal, sin más. Lo mejor es que tiene altibajos.",49.66,0,0.2906,0,-0.329
E77700158,01/04/2024,Z06,Sur,rural,3,3,"Últimamente la cobertura es mala. se nota congestión. Por favor, revisen la cobertura en mi zona.",22.34,0,0.6809,0,-0.971
E77700257,2024-04-01,Z07,Centro,rural,2,3,"Desde hace meses podría ser mejor. normal, sin más. Lo mejor es que normal, sin más.",19.89,0,0.7159,1,0.056
E77700229,2024-04-01,Z08,Sur,rural,5,0,En mi zona hay cortes constantes. el 5G ni se nota. me atendieron bien pero no lo resolvieron.,23.04,0,0.6709,1,-0.897
E77700145,2024-04-01,Z09,Norte,urbana_premium,4,6,En mi zona funciona bastante bien. Por otro lado podría ser mejor.,48.4,0,0.3086,0,0.241
E77700788,2024-04-01,Z10,Este,suburbana,3,7,"En mi zona podría ser mejor. me atendieron bien pero no lo resolvieron. Por favor, revisen la cobertura en mi zona.",34.87,0,0.5019,0,-0.182
E77700403,2024-04-01,Z11,Oeste,suburbana,3,2,En general se corta en llamadas. hay mucha latencia. no me dieron solución. No es lo que esperaba.,38.81,0,0.4456,0,-0.575
E77700711,01/04/2024,Z11,Oeste,suburbana,2,0,"Desde hace meses la señal va y viene. el 5G ni se nota. Si no mejora, me planteo cambiarme.",38.81,0,0.4456,0,-1.0
E77700719,2024-04-01,Z15,Oeste,suburbana,5,0,En general se corta en llamadas. los datos van lentísimos. Lo peor es que no es perfecto pero cumple.,35.8,0,0.4886,1,-0.4
E77700995,2024-04-01,Z15,Oeste,suburbana,4,2,Últimamente tiene altibajos. me cobraron de más. La verdad tiene altibajos. Por otro lado tiene altibajos.,35.8,0,0.4886,1,-0.294
E77700075,2024-04-01,Z16,Este,urbana_premium,4,2,"Desde hace meses no tengo cobertura dentro de casa. hay mucha latencia. Por favor, revisen la cobertura en mi zona.",46.99,0,0.3287,0,-0.7
E77700338,2024-04-01,Z16,Este,urbana_premium,3,5,En mi zona se corta en llamadas. no me dieron solución. La verdad depende del día.,46.99,0,0.3287,0,-0.174
E77700479,2024-04-01,Z16,Este,urbana_premium,4,0,"En general la señal va y viene. no carga nada. la factura sube sin explicación. Si no mejora, me planteo cambiarme.",46.99,0,0.3287,1,-0.961
E77700255,2024-04-01,Z17,Sur,suburbana,5,0,En general la cobertura es mala. el 5G ni se nota. Lo peor es que podría ser mejor.,37.03,0,0.471,1,-0.96
E77700105,2024-04-01,Z18,Sur,urbana_premium,4,1,Este mes hay cortes constantes. la velocidad es muy baja. me marean con respuestas. Gracias por la atención.,48.55,0,0.3064,1,-0.734
E77700399,2024-04-01,Z18,Sur,urbana_premium,4,3,Este mes no es perfecto pero cumple. depende del día. Lo peor es que depende del día.,48.55,0,0.3064,1,-0.227
E77700838,2024-04-01,Z18,Sur,urbana_premium,2,1,"En mi experiencia hay cortes constantes. los datos van lentísimos. no entiendo los cargos. Por favor, revisen la cobertura en mi zona.",48.55,0,0.3064,0,-0.394
E77700890,2024-04-01,Z18,Sur,urbana_premium,4,8,Últimamente no tengo cobertura dentro de casa. el descuento no se aplicó.,48.55,0,0.3064,1,-0.287
E77700330,2024-04-01,Z20,Oeste,suburbana,3,0,En mi zona se queda sin servicio. no carga nada. me atendieron bien pero no lo resolvieron. No es lo que esperaba.,37.56,0,0.4634,0,-1.0
E77700421,2024-04-01,Z25,Oeste,rural,3,2,En las últimas semanas la señal va y viene. la velocidad es muy baja.,22.69,0,0.6759,0,-0.423
E77700481,2024-04-01,Z26,Oeste,urbana_premium,3,2,"En general podría ser mejor. normal, sin más. En resumen depende del día.",50.87,0,0.2733,0,-0.066
E77700684,2024-04-01,Z26,Oeste,urbana_premium,4,5,"Últimamente no carga nada. no entiendo los cargos. Por otro lado normal, sin más.",50.87,0,0.2733,0,-0.318
E77700587,2024-04-01,Z29,Oeste,urbana_premium,3,1,En mi zona la señal va y viene. no carga nada. me cobraron de más.,51.02,0,0.2711,0,-0.371
E77700659,2024-04-01,Z29,Oeste,urbana_premium,3,5,En mi experiencia se nota congestión. me cobraron de más. Espero que lo solucionen pronto.,51.02,0,0.2711,0,0.021
E77700194,2024-04-01,Z30,Centro,suburbana,4,2,En las últimas semanas se corta en llamadas. no carga nada. Además podría ser mejor.,37.17,0,0.469,0,-0.745
E77700963,2024-04-01,Z30,Centro,suburbana,3,2,"En mi experiencia se queda sin servicio. no carga nada. tardaron muchísimo. Si no mejora, me planteo cambiarme.",37.17,0,0.469,0,-0.906
E77700115,2024-05-01,Z01,Centro,rural,1,0,"En mi zona no es perfecto pero cumple. no es perfecto pero cumple. Si no mejora, me planteo cambiarme.",22.31,0,0.6813,1,-0.017
E77700030,2024-05-01,Z04,Centro,suburbana,4,5,"Este mes hay cortes constantes. se nota congestión. Si no mejora, me planteo cambiarme.",40.78,0,0.4174,0,-0.643
E77700191,2024-05-01,Z05,Este,urbana_premium,5,4,En mi experiencia se corta en llamadas. hay mucha latencia. me parece caro para lo que ofrecen. No es lo que esperaba.,51.49,0,0.2644,1,-0.512
E77700668,2024-05-01,Z05,Este,urbana_premium,3,5,"Desde hace meses la velocidad es muy baja. normal, sin más. Por otro lado no es perfecto pero cumple.",51.49,0,0.2644,0,0.078
E77700110,2024-05-01,Z08,Sur,rural,4,0,Últimamente no tengo cobertura dentro de casa. la velocidad es muy baja. Espero que lo solucionen pronto.,20.12,0,0.7126,1,-0.883
E77700014,2024-05-01,Z09,Norte,urbana_premium,2,2,En mi experiencia hay cortes constantes. me marean con respuestas. Sinceramente no es perfecto pero cumple.,47.26,0,0.3249,0,-0.311
E77700193,2024-05-01,Z09,Norte,urbana_premium,1,2,Desde hace meses todo correcto. Lo peor es que tiene altibajos. Sinceramente no es perfecto pero cumple.,47.26,0,0.3249,1,0.317
E77700256,2024-05-01,Z09,Norte,urbana_premium,3,1,En las últimas semanas se queda sin servicio. me parece caro para lo que ofrecen. No es lo que esperaba.,47.26,0,0.3249,0,-0.331
E77700316,2024-05-01,Z09,Norte,urbana_premium,3,5,"Desde hace meses se queda sin servicio. los datos van lentísimos. Por favor, revisen la cobertura en mi zona.",47.26,0,0.3249,0,-0.459
E77700374,2024-05-01,Z09,Norte,urbana_premium,2,3,Desde hace meses no carga nada. tiene altibajos. No es lo que esperaba.,47.26,0,0.3249,0,-0.27
E77700710,2024-05-01,Z09,Norte,urbana_premium,6,5,En las últimas semanas la señal va y viene. no me dieron solución.,47.26,0,0.3249,0,-0.341
E77700159,2024-05-01,Z15,Oeste,suburbana,4,2,"En las últimas semanas se queda sin servicio. se nota congestión. tardaron muchísimo. Por favor, revisen la cobertura en mi zona.",36.7,0,0.4757,1,-0.611
E77700614,2024-05-01,Z17,Sur,suburbana,3,4,Este mes la cobertura es mala. no carga nada. me cobraron de más. No es lo que esperaba.,36.81,0,0.4741,0,-0.704
E77700811,2024-05-01,Z17,Sur,suburbana,1,2,En mi zona hay cortes constantes. hay mucha latencia. Gracias por la atención.,36.81,0,0.4741,0,-0.638
E77700971,2024-05-01,Z18,Sur,urbana_premium,4,1,En las últimas semanas podría ser mejor. la atención al cliente no ayuda.,52.97,0,0.2433,0,-0.072
E77700984,2024-05-01,Z18,Sur,urbana_premium,3,2,En general se queda sin servicio. no carga nada. Gracias por la atención.,52.97,0,0.2433,0,-0.451
E77700442,2024-05-01,Z20,Oeste,suburbana,4,0,En mi experiencia la señal va y viene. los datos van lentísimos. Gracias por la atención.,35.88,0,0.4874,0,-0.839
E77700709,2024-05-01,Z26,Oeste,urbana_premium,3,2,Últimamente no tengo cobertura dentro de casa. no es perfecto pero cumple.,50.07,0,0.2847,0,-0.236
E77700318,2024-05-01,Z28,Sur,urbana_premium,4,4,En las últimas semanas el 5G ni se nota. me atendieron bien pero no lo resolvieron.,46.71,0,0.3327,0,-0.195
E77700723,2024-05-01,Z28,Sur,urbana_premium,3,2,En general no tengo cobertura dentro de casa. se nota congestión. tardaron muchísimo. No es lo que esperaba.,46.71,0,0.3327,0,-1.0
E77700101,2024-05-01,Z29,Oeste,urbana_premium,4,6,En las últimas semanas no es perfecto pero cumple. me atendieron bien pero no lo resolvieron.,49.75,0,0.2893,0,-0.068
E77700486,2024-05-01,Z29,Oeste,urbana_premium,3,1,En mi zona la señal va y viene. los datos van lentísimos. me parece caro para lo que ofrecen. Gracias por la atención.,49.75,0,0.2893,0,-0.647
E77700861,2024-05-01,Z29,Oeste,urbana_premium,2,3,En general se queda sin servicio. hay mucha latencia. me atendieron bien pero no lo resolvieron.,49.75,0,0.2893,0,-0.955
E77700570,2024-05-01,Z30,Centro,suburbana,3,1,,37.92,0,0.4583,0,-0.633
E77700781,2024-05-01,Z30,Centro,suburbana,5,1,Últimamente se corta en llamadas. la velocidad es muy baja. Gracias por la atención.,37.92,0,0.4583,1,-0.68
E77700148,2024-06-01,Z05,Este,urbana_premium,5,3,Desde hace meses no tengo cobertura dentro de casa. el 5G ni se nota. No es lo que esperaba.,50.21,0,0.2827,1,-0.451
E77700398,2024-06-01,Z05,Este,urbana_premium,4,0,Desde hace meses los datos van lentísimos. el descuento no se aplicó. Gracias por la atención.,50.21,0,0.2827,0,-0.251
E77700870,2024-06-01,Z05,Este,urbana_premium,5,1,En general la cobertura es mala. hay mucha latencia. Espero que lo solucionen pronto.,50.21,0,0.2827,1,-0.72
